# K0 = 11.9013881683
# t	x(t)	y(t)	h	K(t)	erro_relativo
25.8503055573	2.9993283749	1.0088319778	0.0488898307	11.9013280869	0.0000050483
25.8986835480	2.9152021408	1.1096615791	0.0483776964	11.9013280869	0.0000050483
25.9463901520	2.7007169724	1.2101911306	0.0477064177	11.9013290405	0.0000049681
25.9982604980	2.3580265045	1.3105900288	0.0518704727	11.9013271332	0.0000051284
26.0604267120	1.8842964172	1.4053318501	0.0621662512	11.9013252258	0.0000052887
26.1203498840	1.4504258633	1.4622563124	0.0599232242	11.9013252258	0.0000052887
26.1809139252	1.0867707729	1.4855854511	0.0605638288	11.9013252258	0.0000052887
26.2448749542	0.7970495224	1.4793394804	0.0639606118	11.9013252258	0.0000052887
26.3214931488	0.5590226650	1.4423427582	0.0766176954	11.9013290405	0.0000049681
26.3917236328	0.4169112444	1.3909163475	0.0702301860	11.9013290405	0.0000049681
26.4710750580	0.3140159547	1.3221883774	0.0793515146	11.9013290405	0.0000049681
26.5603466034	0.2443414479	1.2394372225	0.0892714486	11.9013280869	0.0000050483
26.6511745453	0.2043029368	1.1549079418	0.0908277035	11.9013280869	0.0000050483
26.7452640533	0.1838159561	1.0704224110	0.0940886140	11.9013261795	0.0000052085
26.8484554291	0.1788708568	0.9835711122	0.1031914055	11.9013271332	0.0000051284
26.9641151428	0.1920675784	0.8949700594	0.1156597063	11.9013252258	0.0000052887
27.0987052917	0.2354557216	0.8047909141	0.1345910877	11.9013252258	0.0000052887
27.2290344238	0.3189402223	0.7320317626	0.1303293854	11.9013233185	0.0000054489
27.3226108551	0.4183095098	0.6898124218	0.0935762972	11.9013233185	0.0000054489
27.4049320221	0.5467928052	0.6608380675	0.0823206529	11.9013233185	0.0000054489
27.4876289368	0.7302785516	0.6410968304	0.0826960132	11.9013233185	0.0000054489
27.5630397797	0.9607158303	0.6333999634	0.0754103810	11.9013242722	0.0000053688
27.6387710571	1.2668464184	0.6385577917	0.0757307112	11.9013252258	0.0000052887
27.7169990540	1.6677991152	0.6619738936	0.0782283321	11.9013252258	0.0000052887
27.7841815948	2.0677375793	0.7015709877	0.0671833381	11.9013242722	0.0000053688
27.8515491486	2.4787280560	0.7644971609	0.0673668981	11.9013233185	0.0000054489
27.9217662811	2.8337864876	0.8594349027	0.0702162758	11.9013233185	0.0000054489
27.9700527191	2.9741601944	0.9426117539	0.0482865274	11.9013242722	0.0000053688
28.0224113464	2.9843034744	1.0462747812	0.0523580983	11.9013242722	0.0000053688
28.0710220337	2.8462226391	1.1490114927	0.0486098267	11.9013252258	0.0000052887
28.1203823090	2.5779464245	1.2509020567	0.0493605174	11.9013252258	0.0000052887
28.1764564514	2.1749997139	1.3516933918	0.0560738854	11.9013233185	0.0000054489
28.2434139252	1.6660754681	1.4374248981	0.0669575036	11.9013204575	0.0000056893
28.3071746826	1.2414664030	1.4789410830	0.0637601465	11.9013204575	0.0000056893
28.3683319092	0.9229720831	1.4857161045	0.0611571893	11.9013195038	0.0000057695
28.4426517487	0.6479944587	1.4612110853	0.0743197426	11.9013223648	0.0000055291
28.5119514465	0.4775502384	1.4170362949	0.0692994520	11.9013233185	0.0000054489
28.5885295868	0.3551587164	1.3546140194	0.0765779540	11.9013242722	0.0000053688
28.6711292267	0.2732259035	1.2796533108	0.0825987980	11.9013242722	0.0000053688
28.7648887634	0.2190221697	1.1920270920	0.0937601775	11.9013223648	0.0000055291
28.8564472198	0.1909449846	1.1081771851	0.0915577784	11.9013214111	0.0000056092
28.9550151825	0.1791182905	1.0225020647	0.0985680446	11.9013214111	0.0000056092
29.0645332336	0.1835092604	0.9346637130	0.1095189527	11.9013214111	0.0000056092
29.1893157959	0.2107705176	0.8453392982	0.1247821748	11.9013204575	0.0000056893
29.3397979736	0.2855356038	0.7543791533	0.1504822373	11.9013175964	0.0000059297
29.4409790039	0.3757221401	0.7047337294	0.1011814326	11.9013175964	0.0000059297
29.5271987915	0.4920618832	0.6709504128	0.0862194896	11.9013175964	0.0000059297
29.6060428619	0.6439074874	0.6482645273	0.0788447559	11.9013175964	0.0000059297
29.6846904755	0.8540519476	0.6353133917	0.0786481425	11.9013175964	0.0000059297
29.7587490082	1.1201010942	0.6344208121	0.0740584061	11.9013175964	0.0000059297
29.8419628143	1.5102486610	0.6508343816	0.0832134932	11.9013185501	0.0000058496
29.9082565308	1.8862409592	0.6814842820	0.0662941486	11.9013185501	0.0000058496
29.9804878235	2.3298370838	0.7382354736	0.0722304508	11.9013175964	0.0000059297
30.0000000000	2.4471709728	0.7585142255	0.0195121765	11.9013175964	0.0000059297
